Time (s),Left Tibialis Anterior A,Left Medial Gastrocnemius A,Right Tibialis Anterior A,Right Medial Gastrocnemius A,Left Rectus Femoris A,Left Medial Hamstrings A,Right Rectus Femoris A,Right Medial Hamstrings A,Left Peroneus A,Left Soleus A,Right Peroneus A,Right Soleus A
0.0755,-4.34E-05,-6.50E-06,-7.39E-05,-5.17E-05,3.20E-05,1.27E-05,2.85E-06,-2.03E-05,-2.73E-06,1.67E-05,-0.000337987,3.52E-05
0.076,-2.68E-05,-9.12E-06,-6.79E-05,-5.20E-05,3.00E-05,1.18E-05,3.29E-06,-1.85E-05,-5.09E-07,1.57E-05,-0.000287973,3.81E-05
0.0765,-4.07E-06,-1.24E-05,-5.73E-05,-5.17E-05,2.76E-05,1.04E-05,3.50E-06,-1.74E-05,-3.60E-06,1.38E-05,-0.000177884,3.91E-05
0.077,2.07E-05,-1.21E-05,-5.14E-05,-5.19E-05,2.62E-05,9.55E-06,4.32E-06,-1.76E-05,-5.20E-06,1.25E-05,-7.59E-05,3.77E-05
0.0775,3.92E-05,-7.89E-06,-5.09E-05,-5.22E-05,2.58E-05,1.01E-05,5.13E-06,-1.82E-05,2.60E-06,1.11E-05,-1.07E-05,3.58E-05
0.078,3.80E-05,-4.18E-06,-5.01E-05,-5.10E-05,2.60E-05,1.15E-05,4.44E-06,-1.86E-05,1.76E-05,8.34E-06,3.75E-05,3.51E-05
0.0785,1.32E-05,-2.28E-06,-4.66E-05,-4.96E-05,2.64E-05,1.26E-05,2.29E-06,-1.95E-05,3.04E-05,4.78E-06,8.30E-05,3.63E-05
0.079,-1.99E-05,5.90E-07,-4.35E-05,-4.84E-05,2.72E-05,1.33E-05,4.47E-08,-2.11E-05,3.46E-05,2.64E-06,0.000112875,3.79E-05
0.0795,-3.38E-05,4.50E-06,-4.49E-05,-4.74E-05,2.78E-05,1.48E-05,-1.06E-06,-2.09E-05,3.20E-05,3.55E-06,0.00011857,3.88E-05
0.08,-1.06E-05,7.70E-06,-4.98E-05,-4.71E-05,2.81E-05,1.57E-05,-1.20E-06,-1.72E-05,2.93E-05,6.97E-06,9.65E-05,3.84E-05
0.0805,4.12E-05,9.39E-06,-5.23E-05,-4.68E-05,2.92E-05,1.57E-05,-6.31E-07,-1.24E-05,2.85E-05,1.00E-05,4.45E-05,3.64E-05
0.081,9.68E-05,8.38E-06,-4.93E-05,-4.58E-05,3.09E-05,1.56E-05,-4.94E-07,-9.46E-06,2.53E-05,1.08E-05,-1.30E-05,3.24E-05
0.0815,0.000136761,5.38E-06,-4.46E-05,-4.58E-05,3.26E-05,1.60E-05,-1.94E-06,-8.98E-06,1.85E-05,1.09E-05,-3.06E-05,2.73E-05
0.082,0.000146517,3.06E-06,-4.29E-05,-4.65E-05,3.44E-05,1.66E-05,-4.42E-06,-9.78E-06,1.35E-05,1.20E-05,8.34E-06,2.33E-05
0.0825,0.000109797,4.09E-06,-4.30E-05,-4.54E-05,3.57E-05,1.79E-05,-6.38E-06,-9.89E-06,1.48E-05,1.51E-05,7.53E-05,2.37E-05
0.083,2.29E-05,8.46E-06,-3.97E-05,-4.28E-05,3.59E-05,1.96E-05,-6.71E-06,-8.73E-06,1.97E-05,2.04E-05,0.000138779,3.00E-05
0.0835,-0.000101438,1.35E-05,-3.08E-05,-4.08E-05,3.52E-05,2.10E-05,-5.69E-06,-7.62E-06,2.41E-05,2.65E-05,0.000197791,4.05E-05
0.084,-0.000243735,1.71E-05,-2.08E-05,-4.04E-05,3.41E-05,2.18E-05,-4.11E-06,-6.48E-06,2.58E-05,3.10E-05,0.000263756,5.19E-05
0.0845,-0.000372384,1.91E-05,-1.49E-05,-4.06E-05,3.34E-05,2.26E-05,-3.06E-06,-5.20E-06,2.43E-05,3.25E-05,0.000326057,6.18E-05
0.085,-0.0004435,2.12E-05,-1.33E-05,-4.03E-05,3.33E-05,2.38E-05,-3.11E-06,-4.12E-06,2.17E-05,3.05E-05,0.000355542,6.95E-05
0.0855,-0.000423118,2.49E-05,-1.30E-05,-3.93E-05,3.27E-05,2.45E-05,-4.09E-06,-3.81E-06,2.44E-05,2.58E-05,0.000336625,7.55E-05
0.086,-0.000295051,2.93E-05,-1.28E-05,-3.74E-05,3.10E-05,2.38E-05,-5.05E-06,-3.99E-06,3.57E-05,2.07E-05,0.000271627,8.11E-05
0.0865,-6.18E-05,3.13E-05,-1.63E-05,-3.50E-05,2.85E-05,2.24E-05,-5.61E-06,-4.54E-06,4.98E-05,1.79E-05,0.000170092,8.66E-05
0.087,0.000227338,2.92E-05,-2.83E-05,-3.39E-05,2.58E-05,2.14E-05,-6.58E-06,-5.86E-06,5.65E-05,1.74E-05,5.56E-05,9.03E-05
0.0875,0.000465075,2.44E-05,-4.97E-05,-3.63E-05,2.37E-05,2.04E-05,-9.01E-06,-8.83E-06,5.18E-05,1.56E-05,-5.30E-05,8.89E-05
0.088,0.000553933,1.94E-05,-7.82E-05,-4.27E-05,2.23E-05,1.84E-05,-1.25E-05,-1.25E-05,4.15E-05,1.09E-05,-0.000181746,8.04E-05
0.0885,0.000493695,1.52E-05,-0.000107511,-5.06E-05,2.13E-05,1.60E-05,-1.53E-05,-1.49E-05,3.42E-05,5.42E-06,-0.000363542,6.57E-05
0.089,0.000369333,1.23E-05,-0.000124542,-5.58E-05,2.04E-05,1.39E-05,-1.55E-05,-1.48E-05,3.46E-05,1.05E-06,-0.000544031,4.94E-05
0.0895,0.000262216,1.04E-05,-0.000114486,-5.48E-05,2.01E-05,1.22E-05,-1.35E-05,-1.32E-05,4.07E-05,-1.66E-06,-0.000615295,3.52E-05
0.09,0.000197932,8.81E-06,-7.61E-05,-4.92E-05,2.00E-05,1.09E-05,-1.15E-05,-1.20E-05,4.72E-05,-2.05E-06,-0.000552816,2.27E-05
0.0905,0.000160991,6.57E-06,-2.52E-05,-4.37E-05,2.00E-05,1.03E-05,-1.04E-05,-1.29E-05,4.69E-05,7.27E-07,-0.000418885,7.86E-06
0.091,0.000131288,3.21E-06,1.58E-05,-4.18E-05,2.02E-05,9.96E-06,-9.10E-06,-1.44E-05,3.63E-05,6.00E-06,-0.000267208,-1.09E-05
0.0915,0.000103553,-4.91E-07,3.28E-05,-4.36E-05,1.99E-05,8.33E-06,-7.26E-06,-1.55E-05,1.99E-05,1.10E-05,-0.000132476,-3.01E-05
0.092,8.11E-05,-2.78E-06,2.68E-05,-4.62E-05,1.91E-05,5.74E-06,-6.66E-06,-1.70E-05,7.11E-06,1.36E-05,-4.29E-05,-4.39E-05
0.0925,6.39E-05,-3.72E-06,9.64E-06,-4.68E-05,1.94E-05,3.82E-06,-7.77E-06,-1.93E-05,2.01E-06,1.45E-05,1.02E-06,-4.88E-05
0.093,5.14E-05,-4.57E-06,-9.75E-06,-4.64E-05,2.09E-05,3.00E-06,-8.39E-06,-2.08E-05,2.32E-06,1.49E-05,1.65E-05,-4.59E-05
0.0935,4.69E-05,-5.56E-06,-2.74E-05,-4.68E-05,2.24E-05,3.23E-06,-7.61E-06,-2.02E-05,5.35E-06,1.58E-05,1.75E-05,-3.83E-05
0.094,5.16E-05,-6.95E-06,-4.12E-05,-4.76E-05,2.30E-05,3.62E-06,-6.09E-06,-1.84E-05,1.16E-05,1.65E-05,1.64E-05,-2.78E-05
0.0945,5.96E-05,-8.39E-06,-4.96E-05,-4.85E-05,2.30E-05,3.49E-06,-4.88E-06,-1.73E-05,2.05E-05,1.53E-05,2.75E-05,-1.57E-05
0.095,6.08E-05,-8.26E-06,-5.26E-05,-4.92E-05,2.21E-05,2.15E-06,-5.32E-06,-1.78E-05,2.78E-05,1.25E-05,5.63E-05,-4.12E-06
0.0955,4.93E-05,-6.00E-06,-5.11E-05,-5.03E-05,2.09E-05,1.03E-07,-7.07E-06,-1.92E-05,3.09E-05,9.75E-06,9.11E-05,7.12E-06
0.096,2.78E-05,-2.65E-06,-4.66E-05,-5.11E-05,1.96E-05,-1.53E-06,-8.32E-06,-1.96E-05,3.17E-05,8.51E-06,0.000116745,2.07E-05
0.0965,2.34E-06,6.97E-07,-4.25E-05,-5.16E-05,1.89E-05,-1.12E-06,-8.10E-06,-1.87E-05,3.24E-05,9.36E-06,0.000127804,3.65E-05
0.097,-2.65E-05,3.63E-06,-4.21E-05,-5.22E-05,1.96E-05,1.46E-06,-7.24E-06,-1.69E-05,3.35E-05,1.09E-05,0.000128434,5.19E-05
0.0975,-6.17E-05,5.80E-06,-4.52E-05,-5.42E-05,2.14E-05,4.68E-06,-6.60E-06,-1.54E-05,3.34E-05,1.20E-05,0.00012539,6.36E-05
0.098,-9.69E-05,7.07E-06,-4.91E-05,-5.72E-05,2.33E-05,7.01E-06,-5.78E-06,-1.45E-05,3.20E-05,1.28E-05,0.000125039,7.09E-05
0.0985,-0.000112785,7.70E-06,-5.17E-05,-5.92E-05,2.44E-05,7.62E-06,-4.06E-06,-1.43E-05,3.09E-05,1.37E-05,0.000130238,7.67E-05
0.099,-9.59E-05,9.11E-06,-5.13E-05,-5.84E-05,2.50E-05,7.65E-06,-1.52E-06,-1.40E-05,2.80E-05,1.42E-05,0.000140127,8.36E-05
0.0995,-5.56E-05,1.32E-05,-4.92E-05,-5.48E-05,2.53E-05,8.48E-06,7.14E-07,-1.30E-05,2.06E-05,1.46E-05,0.000151165,9.17E-05
0.1,-1.44E-05,2.01E-05,-4.74E-05,-4.94E-05,2.55E-05,1.05E-05,1.65E-06,-1.13E-05,1.09E-05,1.58E-05,0.000159822,9.91E-05
0.1005,1.16E-05,2.72E-05,-4.71E-05,-4.31E-05,2.48E-05,1.34E-05,1.44E-06,-9.40E-06,3.28E-06,1.82E-05,0.000164246,0.000103163
0.101,2.27E-05,3.11E-05,-4.66E-05,-3.75E-05,2.39E-05,1.59E-05,6.85E-07,-9.06E-06,-1.05E-06,1.95E-05,0.000164739,0.000102764
0.1015,3.19E-05,3.05E-05,-4.38E-05,-3.29E-05,2.37E-05,1.66E-05,-5.11E-08,-1.02E-05,-5.74E-06,1.88E-05,0.000163299,9.83E-05
0.102,5.29E-05,2.72E-05,-3.87E-05,-3.00E-05,2.31E-05,1.50E-05,-5.07E-07,-1.15E-05,-1.35E-05,1.71E-05,0.000161591,8.73E-05
0.1025,8.24E-05,2.44E-05,-3.39E-05,-3.00E-05,2.10E-05,1.17E-05,-6.30E-07,-1.13E-05,-1.75E-05,1.64E-05,0.000159124,6.43E-05
0.103,9.72E-05,2.46E-05,-3.12E-05,-3.23E-05,1.86E-05,8.15E-06,9.99E-08,-8.93E-06,-7.51E-06,1.87E-05,0.000153646,3.31E-05
0.1035,8.34E-05,2.69E-05,-3.05E-05,-3.47E-05,1.70E-05,7.26E-06,6.95E-07,-5.82E-06,1.11E-05,2.33E-05,0.000144846,1.12E-05
0.104,5.65E-05,2.87E-05,-2.97E-05,-3.57E-05,1.74E-05,8.76E-06,4.58E-07,-3.57E-06,2.61E-05,2.57E-05,0.000135356,7.21E-06
0.1045,3.46E-05,3.07E-05,-2.75E-05,-3.45E-05,1.99E-05,1.06E-05,7.55E-07,-2.58E-06,3.54E-05,2.33E-05,0.00012879,1.33E-05
0.105,1.28E-05,3.30E-05,-2.50E-05,-3.09E-05,2.37E-05,1.25E-05,1.97E-06,-2.52E-06,4.13E-05,1.93E-05,0.000125753,1.91E-05
0.1055,-1.54E-05,3.50E-05,-2.33E-05,-2.59E-05,2.77E-05,1.48E-05,2.29E-06,-3.41E-06,4.32E-05,1.74E-05,0.000124219,2.21E-05
0.106,-3.92E-05,3.60E-05,-2.15E-05,-2.14E-05,3.07E-05,1.74E-05,1.14E-06,-5.39E-06,4.27E-05,1.71E-05,0.000123758,2.64E-05
0.1065,-4.87E-05,3.40E-05,-1.97E-05,-2.02E-05,3.29E-05,1.94E-05,2.92E-07,-7.75E-06,4.26E-05,1.56E-05,0.000125787,3.40E-05
0.107,-4.83E-05,2.97E-05,-1.92E-05,-2.34E-05,3.48E-05,2.01E-05,9.24E-07,-8.57E-06,4.21E-05,1.13E-05,0.000131403,4.21E-05
0.1075,-4.75E-05,2.58E-05,-2.10E-05,-2.94E-05,3.59E-05,2.07E-05,3.28E-06,-7.13E-06,3.92E-05,6.31E-06,0.000139795,4.81E-05
0.108,-4.74E-05,2.35E-05,-2.51E-05,-3.63E-05,3.64E-05,2.22E-05,6.03E-06,-5.36E-06,3.35E-05,3.95E-06,0.000147824,5.18E-05
0.1085,-4.30E-05,2.21E-05,-3.05E-05,-4.23E-05,3.67E-05,2.36E-05,7.02E-06,-4.76E-06,2.65E-05,4.51E-06,0.000152222,5.27E-05
0.109,-2.92E-05,2.02E-05,-3.55E-05,-4.70E-05,3.66E-05,2.37E-05,6.10E-06,-5.48E-06,1.92E-05,6.57E-06,0.000151046,5.17E-05
0.1095,-8.59E-06,1.75E-05,-3.90E-05,-5.13E-05,3.70E-05,2.28E-05,4.18E-06,-7.18E-06,1.13E-05,9.18E-06,0.000144627,5.13E-05
0.11,5.90E-06,1.57E-05,-4.22E-05,-5.57E-05,3.78E-05,2.17E-05,2.07E-06,-9.21E-06,5.10E-06,1.25E-05,0.000132805,5.21E-05
0.1105,4.68E-06,1.57E-05,-4.63E-05,-5.97E-05,3.86E-05,2.10E-05,7.77E-07,-1.07E-05,3.43E-06,1.72E-05,0.00011487,5.30E-05
0.111,-6.22E-06,1.63E-05,-5.18E-05,-6.26E-05,3.94E-05,2.06E-05,2.71E-07,-1.14E-05,6.55E-06,2.29E-05,9.23E-05,5.42E-05
0.1115,-1.54E-05,1.51E-05,-5.77E-05,-6.47E-05,4.04E-05,1.96E-05,-4.20E-07,-1.21E-05,1.21E-05,2.73E-05,6.93E-05,5.55E-05
0.112,-2.33E-05,1.17E-05,-6.24E-05,-6.59E-05,4.05E-05,1.74E-05,-1.54E-06,-1.41E-05,1.76E-05,2.82E-05,5.07E-05,5.54E-05
0.1125,-4.19E-05,7.60E-06,-6.51E-05,-6.52E-05,3.93E-05,1.47E-05,-2.49E-06,-1.63E-05,2.11E-05,2.63E-05,3.75E-05,5.16E-05
0.113,-7.94E-05,4.84E-06,-6.65E-05,-6.29E-05,3.76E-05,1.23E-05,-3.04E-06,-1.76E-05,2.14E-05,2.31E-05,2.76E-05,4.39E-05
0.1135,-0.00012189,4.13E-06,-6.77E-05,-6.02E-05,3.66E-05,1.10E-05,-3.58E-06,-1.75E-05,1.98E-05,1.96E-05,1.88E-05,3.38E-05
0.114,-0.00013292,4.50E-06,-6.87E-05,-5.79E-05,3.55E-05,1.00E-05,-4.29E-06,-1.68E-05,1.96E-05,1.64E-05,1.21E-05,2.44E-05
0.1145,-8.03E-05,4.28E-06,-6.81E-05,-5.68E-05,3.35E-05,8.29E-06,-4.96E-06,-1.67E-05,2.10E-05,1.35E-05,1.12E-05,1.88E-05
0.115,2.61E-05,2.78E-06,-6.56E-05,-5.60E-05,3.03E-05,5.55E-06,-5.67E-06,-1.80E-05,2.19E-05,1.04E-05,2.05E-05,1.77E-05
0.1155,0.00013048,2.00E-06,-6.15E-05,-5.44E-05,2.68E-05,2.60E-06,-6.91E-06,-2.01E-05,1.91E-05,6.25E-06,3.92E-05,1.98E-05
0.116,0.000177801,2.85E-06,-5.70E-05,-5.17E-05,2.38E-05,6.51E-07,-8.50E-06,-2.15E-05,1.32E-05,1.73E-06,6.07E-05,2.38E-05
0.1165,0.000161699,5.10E-06,-5.29E-05,-4.79E-05,2.21E-05,-2.30E-08,-9.18E-06,-2.10E-05,6.52E-06,-6.96E-07,7.59E-05,2.84E-05
0.117,0.000116434,8.44E-06,-4.98E-05,-4.37E-05,2.12E-05,1.15E-07,-8.14E-06,-1.85E-05,1.40E-06,6.82E-07,7.91E-05,3.32E-05
0.1175,7.34E-05,1.26E-05,-4.77E-05,-4.06E-05,2.02E-05,5.70E-07,-6.15E-06,-1.59E-05,-6.84E-07,5.23E-06,6.89E-05,3.68E-05
0.118,4.29E-05,1.68E-05,-4.72E-05,-4.01E-05,1.97E-05,9.62E-07,-4.47E-06,-1.41E-05,1.32E-06,1.09E-05,4.38E-05,3.68E-05
0.1185,2.51E-05,2.06E-05,-5.01E-05,-4.25E-05,1.88E-05,1.29E-06,-3.28E-06,-1.29E-05,7.67E-06,1.60E-05,4.42E-06,3.15E-05
0.119,1.91E-05,2.36E-05,-5.70E-05,-4.70E-05,1.74E-05,1.56E-06,-1.99E-06,-1.16E-05,1.80E-05,1.90E-05,-4.52E-05,2.23E-05
0.1195,2.10E-05,2.64E-05,-6.54E-05,-5.21E-05,1.69E-05,1.36E-06,-1.76E-07,-1.17E-05,3.01E-05,1.96E-05,-0.000102705,1.19E-05
0.12,2.57E-05,2.92E-05,-7.09E-05,-5.65E-05,1.83E-05,8.69E-07,1.93E-06,-1.38E-05,3.87E-05,1.91E-05,-0.000158965,3.36E-06
0.1205,3.30E-05,3.04E-05,-7.04E-05,-5.93E-05,2.14E-05,1.12E-06,3.86E-06,-1.51E-05,4.01E-05,1.91E-05,-0.000180373,-7.00E-09
0.121,4.53E-05,3.02E-05,-6.34E-05,-6.02E-05,2.40E-05,2.81E-06,5.18E-06,-1.37E-05,3.84E-05,1.89E-05,-0.000132152,4.75E-06
0.1215,5.83E-05,3.06E-05,-5.20E-05,-6.06E-05,2.51E-05,5.50E-06,5.55E-06,-9.67E-06,4.17E-05,1.81E-05,-2.35E-05,1.84E-05
0.122,6.74E-05,3.31E-05,-3.93E-05,-6.16E-05,2.60E-05,7.80E-06,5.59E-06,-5.28E-06,5.00E-05,1.76E-05,9.86E-05,3.84E-05
0.1225,7.49E-05,3.76E-05,-2.88E-05,-6.23E-05,2.71E-05,8.66E-06,5.46E-06,-2.34E-06,5.70E-05,1.82E-05,0.00019564,6.00E-05
0.123,8.01E-05,4.23E-05,-2.29E-05,-6.03E-05,2.78E-05,8.29E-06,5.07E-06,-1.77E-06,5.92E-05,1.96E-05,0.000261513,7.81E-05
0.1235,7.52E-05,4.56E-05,-2.01E-05,-5.40E-05,2.78E-05,7.48E-06,4.45E-06,-2.30E-06,5.75E-05,2.10E-05,0.000297691,9.03E-05
0.124,5.82E-05,4.75E-05,-1.87E-05,-4.41E-05,2.79E-05,6.63E-06,2.99E-06,-2.48E-06,5.40E-05,2.17E-05,0.000288486,9.81E-05
0.1245,3.98E-05,4.72E-05,-1.97E-05,-3.28E-05,2.76E-05,5.35E-06,6.66E-07,-2.38E-06,5.00E-05,2.23E-05,0.000218972,0.000103386
0.125,3.41E-05,4.43E-05,-2.50E-05,-2.32E-05,2.67E-05,3.50E-06,-2.12E-06,-2.62E-06,4.48E-05,2.32E-05,0.000103153,0.000107657
0.1255,4.56E-05,3.96E-05,-3.52E-05,-1.86E-05,2.44E-05,6.95E-07,-4.35E-06,-3.31E-06,3.73E-05,2.28E-05,-3.76E-05,0.000109405
0.126,6.72E-05,3.46E-05,-4.92E-05,-2.11E-05,2.12E-05,-3.45E-06,-5.73E-06,-3.99E-06,2.78E-05,2.05E-05,-0.000196099,0.000103646
0.1265,8.45E-05,3.20E-05,-6.48E-05,-2.93E-05,1.89E-05,-7.38E-06,-6.36E-06,-4.45E-06,1.98E-05,1.82E-05,-0.000345307,8.65E-05
0.127,8.70E-05,3.31E-05,-7.56E-05,-3.96E-05,1.85E-05,-9.17E-06,-5.99E-06,-5.07E-06,1.78E-05,1.85E-05,-0.000433865,5.94E-05
0.1275,7.62E-05,3.75E-05,-7.31E-05,-4.63E-05,1.99E-05,-9.49E-06,-5.56E-06,-5.84E-06,2.24E-05,2.24E-05,-0.000444232,2.91E-05
0.128,6.04E-05,4.29E-05,-5.26E-05,-4.64E-05,2.20E-05,-1.07E-05,-6.68E-06,-6.83E-06,2.85E-05,2.72E-05,-0.000406553,2.02E-06
0.1285,4.44E-05,4.57E-05,-2.12E-05,-4.32E-05,2.32E-05,-1.32E-05,-9.34E-06,-9.04E-06,2.88E-05,3.04E-05,-0.000348961,-1.48E-05
0.129,2.96E-05,4.29E-05,4.37E-06,-4.15E-05,2.36E-05,-1.58E-05,-1.28E-05,-1.30E-05,2.13E-05,3.11E-05,-0.000276501,-1.40E-05
0.1295,1.45E-05,3.44E-05,1.19E-05,-4.16E-05,2.49E-05,-1.75E-05,-1.71E-05,-1.76E-05,8.64E-06,2.84E-05,-0.000194595,3.16E-06
0.13,-9.81E-06,2.18E-05,2.72E-06,-4.15E-05,2.65E-05,-1.84E-05,-2.03E-05,-2.02E-05,-5.70E-06,2.22E-05,-0.000118104,2.42E-05
0.1305,-4.75E-05,7.80E-06,-1.18E-05,-4.07E-05,2.75E-05,-1.93E-05,-1.98E-05,-2.00E-05,-2.04E-05,1.43E-05,-5.19E-05,3.64E-05
0.131,-8.60E-05,-3.23E-06,-2.04E-05,-3.93E-05,2.83E-05,-2.13E-05,-1.63E-05,-1.82E-05,-3.27E-05,7.72E-06,1.23E-05,3.89E-05
0.1315,-0.000100663,-7.73E-06,-2.12E-05,-3.71E-05,2.88E-05,-2.43E-05,-1.29E-05,-1.66E-05,-3.70E-05,3.10E-06,7.37E-05,3.72E-05
0.132,-7.61E-05,-6.55E-06,-2.00E-05,-3.50E-05,2.71E-05,-2.78E-05,-1.03E-05,-1.61E-05,-3.06E-05,-2.49E-07,0.000124085,3.35E-05
0.1325,-2.48E-05,-4.30E-06,-2.22E-05,-3.46E-05,2.34E-05,-3.06E-05,-7.84E-06,-1.62E-05,-1.82E-05,-1.85E-06,0.000164121,2.84E-05
0.133,2.68E-05,-4.07E-06,-2.83E-05,-3.59E-05,1.93E-05,-3.44E-05,-5.29E-06,-1.65E-05,-6.42E-06,-1.23E-06,0.00019705,2.42E-05
0.1335,6.63E-05,-4.28E-06,-3.51E-05,-3.84E-05,1.71E-05,-4.03E-05,-3.51E-06,-1.75E-05,2.34E-06,1.88E-06,0.000221885,1.91E-05
0.134,9.18E-05,-2.70E-06,-3.85E-05,-4.22E-05,1.60E-05,-4.62E-05,-2.74E-06,-1.94E-05,7.35E-06,5.80E-06,0.000231907,6.03E-06
0.1345,9.90E-05,3.77E-07,-3.87E-05,-4.63E-05,1.45E-05,-4.90E-05,-2.03E-06,-2.08E-05,8.85E-06,8.45E-06,0.000211724,-1.56E-05
0.135,8.68E-05,3.48E-06,-4.03E-05,-4.81E-05,1.31E-05,-4.86E-05,-7.93E-07,-2.07E-05,9.86E-06,9.80E-06,0.000143007,-3.65E-05
0.1355,6.40E-05,5.71E-06,-4.43E-05,-4.76E-05,1.38E-05,-4.69E-05,3.70E-07,-1.96E-05,1.41E-05,1.07E-05,4.10E-05,-4.66E-05
0.136,4.40E-05,6.06E-06,-4.77E-05,-4.69E-05,1.58E-05,-4.53E-05,4.62E-07,-1.86E-05,2.11E-05,1.19E-05,-3.42E-05,-4.28E-05
0.1365,3.53E-05,4.51E-06,-5.08E-05,-4.77E-05,1.83E-05,-4.39E-05,-5.40E-07,-1.87E-05,2.50E-05,1.28E-05,-4.21E-05,-2.83E-05
0.137,3.58E-05,1.94E-06,-5.67E-05,-4.97E-05,2.18E-05,-4.27E-05,-2.08E-06,-1.95E-05,2.23E-05,1.26E-05,-8.95E-06,-9.01E-06
0.1375,3.66E-05,4.21E-07,-6.49E-05,-5.16E-05,2.54E-05,-4.08E-05,-3.43E-06,-2.00E-05,1.67E-05,1.25E-05,1.06E-05,9.27E-06
0.138,3.12E-05,1.90E-06,-7.13E-05,-5.35E-05,2.80E-05,-3.75E-05,-4.21E-06,-1.89E-05,1.41E-05,1.39E-05,-1.29E-05,2.29E-05
0.1385,2.18E-05,5.82E-06,-7.52E-05,-5.70E-05,2.97E-05,-3.27E-05,-4.09E-06,-1.69E-05,1.72E-05,1.62E-05,-7.88E-05,3.14E-05
0.139,1.82E-05,9.64E-06,-7.96E-05,-6.19E-05,3.13E-05,-2.69E-05,-2.92E-06,-1.48E-05,2.26E-05,1.78E-05,-0.000166839,3.78E-05
0.1395,3.06E-05,1.16E-05,-8.42E-05,-6.60E-05,3.29E-05,-2.16E-05,-1.85E-06,-1.39E-05,2.43E-05,1.74E-05,-0.000242269,4.63E-05
0.14,5.95E-05,1.23E-05,-8.34E-05,-6.75E-05,3.45E-05,-1.73E-05,-2.46E-06,-1.38E-05,1.80E-05,1.51E-05,-0.00026709,5.75E-05
0.1405,8.87E-05,1.34E-05,-7.29E-05,-6.71E-05,3.60E-05,-1.37E-05,-4.31E-06,-1.33E-05,6.10E-06,1.24E-05,-0.00022522,6.82E-05
0.141,9.52E-05,1.54E-05,-5.56E-05,-6.58E-05,3.71E-05,-9.74E-06,-5.46E-06,-1.20E-05,-2.80E-06,1.09E-05,-0.00013283,7.41E-05
0.1415,6.88E-05,1.78E-05,-3.87E-05,-6.23E-05,3.75E-05,-5.01E-06,-5.07E-06,-1.04E-05,-8.42E-07,1.14E-05,-2.23E-05,7.48E-05
0.142,1.87E-05,2.04E-05,-2.66E-05,-5.50E-05,3.81E-05,2.41E-07,-3.97E-06,-8.87E-06,1.24E-05,1.38E-05,8.09E-05,7.33E-05
0.1425,-4.08E-05,2.40E-05,-1.86E-05,-4.48E-05,3.93E-05,5.55E-06,-2.75E-06,-8.08E-06,3.12E-05,1.73E-05,0.000167805,7.37E-05
0.143,-0.000104057,2.80E-05,-1.19E-05,-3.45E-05,4.03E-05,1.03E-05,-1.29E-06,-8.02E-06,4.90E-05,2.08E-05,0.000240012,7.85E-05
0.1435,-0.000165217,2.89E-05,-5.38E-06,-2.63E-05,4.01E-05,1.46E-05,3.97E-07,-8.01E-06,6.01E-05,2.34E-05,0.000297035,8.72E-05
0.144,-0.000200052,2.65E-05,1.00E-06,-2.08E-05,3.95E-05,1.92E-05,2.11E-06,-6.97E-06,6.12E-05,2.51E-05,0.000333475,9.69E-05
0.1445,-0.000176284,2.39E-05,5.73E-06,-1.71E-05,3.91E-05,2.40E-05,3.19E-06,-4.20E-06,5.58E-05,2.63E-05,0.000345936,0.000104387
0.145,-9.42E-05,2.22E-05,7.67E-06,-1.50E-05,3.83E-05,2.81E-05,3.16E-06,-1.21E-06,5.05E-05,2.64E-05,0.000338034,0.000106943
0.1455,-1.33E-06,2.03E-05,7.42E-06,-1.51E-05,3.70E-05,3.08E-05,2.78E-06,-8.76E-07,4.84E-05,2.36E-05,0.000316467,0.000100775
0.146,5.38E-05,1.79E-05,5.79E-06,-1.87E-05,3.62E-05,3.28E-05,2.28E-06,-3.20E-06,4.75E-05,1.78E-05,0.000286839,8.50E-05
0.1465,7.02E-05,1.57E-05,1.94E-06,-2.54E-05,3.50E-05,3.43E-05,1.50E-06,-5.95E-06,4.56E-05,1.21E-05,0.000256329,6.56E-05
0.147,8.57E-05,1.43E-05,-4.51E-06,-3.22E-05,3.17E-05,3.44E-05,1.05E-06,-7.87E-06,4.31E-05,8.87E-06,0.000232317,4.98E-05
0.1475,0.000122003,1.40E-05,-1.22E-05,-3.70E-05,2.69E-05,3.33E-05,1.12E-06,-9.54E-06,4.22E-05,6.19E-06,0.00021661,4.00E-05
0.148,0.000161228,1.46E-05,-2.00E-05,-4.01E-05,2.25E-05,3.14E-05,1.10E-06,-1.15E-05,4.23E-05,2.24E-06,0.000205365,3.21E-05
0.1485,0.000179333,1.57E-05,-2.71E-05,-4.19E-05,1.99E-05,2.94E-05,4.19E-07,-1.19E-05,4.05E-05,-2.45E-07,0.000190978,2.03E-05
0.149,0.000168674,1.55E-05,-3.21E-05,-4.20E-05,1.88E-05,2.87E-05,1.21E-07,-9.83E-06,3.51E-05,3.21E-06,0.000169588,5.94E-06
0.1495,0.000124029,1.40E-05,-3.44E-05,-4.11E-05,1.88E-05,2.99E-05,1.13E-06,-7.47E-06,2.81E-05,1.24E-05,0.000142597,-4.60E-06
